X,Y,Z
282.392975,2.0,389.744598
1452.854492,2.0,-852.867371
1877.161255,2.0,-359.364136
17.546778,2.0,327.567139
541.663452,2.0,-77.916992
-30.292242,2.0,902.892883
-156.948639,2.0,232.037689
-270.697662,2.0,320.312958
-1481.014282,2.0,902.201355
1634.762207,2.0,-413.944214
1280.986206,2.0,284.806122
279.489441,2.0,604.329468
-288.674652,2.0,537.071167
1914.02356,2.0,1088.001221
2019.102173,2.0,-733.91156
2043.888794,2.0,572.570801
1240.981323,2.0,677.62384
-84.883125,2.0,829.220215
-30.054968,2.0,185.887177
916.556824,2.0,1077.949219
1087.771851,2.0,1.548828
1385.115601,2.0,723.497314
743.239685,2.0,90.769226
1743.652222,2.0,297.205658
1518.986694,2.0,1063.718262
1664.32605,2.0,929.329224
27.882715,2.0,760.689087
-852.078979,2.0,609.755188
976.546326,2.0,348.197174
785.296814,2.0,108.515625
-425.722076,2.0,656.13031
1132.682861,2.0,928.281799
-896.394836,2.0,881.18335
-441.728485,2.0,240.188538
-651.217468,2.0,944.276794
1189.208862,2.0,-376.849304
1876.952637,2.0,905.564087
961.8349,2.0,274.095337
-1338.245728,2.0,757.613831
-395.156036,2.0,1124.827026
2029.52771,2.0,1130.903564
-1340.809448,2.0,947.480408
1297.337402,2.0,-360.15509
1095.700439,2.0,-60.197449
234.038239,2.0,438.196259
-441.37439,2.0,966.205933
1614.197876,2.0,134.526611
1702.583862,2.0,-704.395386
1766.130615,2.0,75.789185
1706.389282,2.0,217.116302
-698.843262,2.0,1076.183594
267.589203,2.0,1122.990845
650.633911,2.0,966.436951
-1434.124512,2.0,994.328674
1818.56897,2.0,-86.243896
1521.42041,2.0,-935.209961
-1009.139038,2.0,828.396973
680.09436,2.0,-53.019592
-1194.685425,2.0,725.823608
928.916748,2.0,595.127686
894.012817,2.0,-22.934448
308.362976,2.0,1069.233887
-755.052063,2.0,700.556458
1808.365112,2.0,-762.662292
2049.463135,2.0,-898.257629
1079.99231,2.0,-389.09259
175.969025,2.0,381.356018
659.343506,2.0,1010.055542
994.785645,2.0,-271.503754
-226.274384,2.0,54.664062
409.138214,2.0,432.559875
1692.805786,2.0,752.503113
1361.037354,2.0,679.888611
1064.512329,2.0,-283.445679
852.377563,2.0,1020.042725
1846.63855,2.0,-862.678223
1520.498169,2.0,175.582214
-521.721619,2.0,423.049622
5.049097,2.0,-72.646545
-55.195465,2.0,1110.481567
-956.718018,2.0,704.684204
1336.472412,2.0,881.158813
2014.034546,2.0,951.621399
56.972801,2.0,251.778076
2102.712158,2.0,911.010437
-2063.606689,2.0,1088.918579
1575.24231,2.0,817.10675
957.278381,2.0,1133.992065
2018.698608,2.0,560.488647
-1474.944824,2.0,1012.138794
886.278381,2.0,594.646301
-1892.181641,2.0,1046.697266
955.058716,2.0,301.073151
-74.233498,2.0,295.696136
-889.591614,2.0,924.327759
1441.094971,2.0,1117.027832
-1185.091553,2.0,706.518188
296.361603,2.0,1122.63855
338.817047,2.0,689.774719
828.646179,2.0,-512.462402
-8.29331,2.0,-94.830322
1460.427979,2.0,-747.756592
296.653748,2.0,588.908325
-383.639679,2.0,343.004974
769.944702,2.0,279.364105
887.0354,2.0,-41.679565
1077.410034,2.0,707.507263
1350.633423,2.0,-775.718201
1933.046997,2.0,-1073.920654
-1052.250854,2.0,537.939148
1963.521973,2.0,190.036896
330.292297,2.0,556.706299
274.495422,2.0,777.265564
1101.379272,2.0,-482.790955
1498.55481,2.0,273.167358
-123.587868,2.0,415.940338
1736.499634,2.0,208.66983
1766.089478,2.0,868.867615
-453.657227,2.0,798.671814
630.537354,2.0,-99.589355
1590.994263,2.0,736.654175
756.016846,2.0,882.449402
1869.845093,2.0,498.27774
1424.922729,2.0,109.47467
1477.237061,2.0,-62.853577
1921.613892,2.0,492.169769
2076.426025,2.0,-505.828094
1351.66687,2.0,-546.124817
1508.40564,2.0,-430.695465
751.909729,2.0,159.192383
-568.422729,2.0,478.610077
1000.572754,2.0,793.863403
1621.824829,2.0,106.865662
1217.550903,2.0,855.211548
1532.488647,2.0,995.460327
1376.448364,2.0,502.175781
-203.594696,2.0,496.191467
915.349243,2.0,712.075195
-599.881348,2.0,381.901184
-800.803772,2.0,377.398346
-262.616608,2.0,1053.818726
-1939.786987,2.0,1064.415039
431.019928,2.0,-149.527771
1931.053589,2.0,-364.234497
-628.068909,2.0,536.104248
1529.881348,2.0,-946.503845
-452.834137,2.0,666.466309
-1025.351685,2.0,930.822449
1097.327759,2.0,909.276611
-1312.022095,2.0,1047.611938
-510.523163,2.0,437.328339
-462.240997,2.0,840.398315
1648.205688,2.0,13.521301
1768.606323,2.0,-784.201111
954.048462,2.0,817.771118
-776.217041,2.0,593.418457
2055.555176,2.0,-280.478577
-311.576691,2.0,968.02594
1393.729614,2.0,-370.886536
1286.730835,2.0,-407.175171
-1191.330688,2.0,660.803101
253.244904,2.0,822.850403
1840.59314,2.0,-124.045593
41.15963,2.0,378.885254
382.263641,2.0,761.415649
1860.875244,2.0,671.717651
1929.853882,2.0,-705.941162
1336.125366,2.0,532.622437
-514.940063,2.0,340.28775
1609.907349,2.0,455.36792
331.753876,2.0,452.000732
-702.395142,2.0,733.15686
881.233459,2.0,977.145081
1645.397339,2.0,-631.034912
405.453156,2.0,533.901245
-726.163574,2.0,625.65918
1128.440674,2.0,-490.542938
1893.886963,2.0,-904.484009
1128.537476,2.0,713.105896
1965.616821,2.0,-348.160431
-257.74173,2.0,1060.966064
1376.759155,2.0,873.224304
1949.886841,2.0,813.594421
2006.852173,2.0,-883.892517
-554.585449,2.0,970.353394
-267.064667,2.0,880.281738
1201.354614,2.0,592.480591
-182.282379,2.0,861.870544
399.924713,2.0,1100.156494
-72.097084,2.0,40.726868
1783.905151,2.0,228.173157
2017.447388,2.0,516.627319
-1607.67627,2.0,1090.876709
1083.191406,2.0,197.203888
1493.949829,2.0,604.345093
-681.761292,2.0,454.619141
421.331055,2.0,114.80072
-152.758026,2.0,727.140869
-314.052521,2.0,196.493134
1539.09021,2.0,552.355347
2023.355103,2.0,-196.854126
1687.222046,2.0,-1049.399902
-624.450195,2.0,991.482178
439.665924,2.0,965.713379
-726.400024,2.0,993.481689
986.687439,2.0,-74.043213
237.977859,2.0,857.598572
1489.22229,2.0,347.265167
-1389.213379,2.0,1117.481812
915.788208,2.0,143.887695
1900.711182,2.0,-436.679138
128.911209,2.0,1131.394775
-359.764984,2.0,523.118652
-1294.006714,2.0,959.513733
1378.272705,2.0,1122.013672
605.248779,2.0,421.559113
-621.102356,2.0,544.229675
1766.385742,2.0,-713.835388
56.472221,2.0,856.935547
-17.509619,2.0,177.459412
-1149.692261,2.0,661.436157
976.872742,2.0,1107.792236
-625.310547,2.0,292.607605
-1335.97876,2.0,1109.275635
1453.127075,2.0,-587.026367
1384.786255,2.0,-328.141296
1255.756226,2.0,393.760162
380.314697,2.0,559.362122
1891.934692,2.0,897.884521
-925.985474,2.0,783.331726
-1484.957886,2.0,1135.42334
2065.128906,2.0,-399.783264
928.658081,2.0,19.985779
1865.830933,2.0,-755.707153
522.683105,2.0,660.791138
1540.450562,2.0,-57.078369
1166.368286,2.0,334.353424
1339.84375,2.0,115.419189
1797.666626,2.0,155.38739
1784.164795,2.0,-671.91394
1152.875488,2.0,-403.00238
1477.149048,2.0,-504.379822
2060.8125,2.0,-282.995819
-82.59922,2.0,375.904724
-6.812491,2.0,959.876221
1314.474487,2.0,31.946228
-1522.540527,2.0,937.211731
322.173737,2.0,66.359619
979.90863,2.0,-656.379639
2070.673096,2.0,794.314026
-1524.935181,2.0,911.302734
-469.109985,2.0,1001.908386
579.031982,2.0,-256.785431
26.382898,2.0,373.879944
1717.145508,2.0,72.705139
1161.107178,2.0,989.068481
1791.185181,2.0,500.501129
1424.734009,2.0,-413.567139
1639.557739,2.0,-566.561035
731.57251,2.0,200.234467
1862.631226,2.0,-316.867523
722.12738,2.0,-173.969727
606.164795,2.0,795.44043
616.077759,2.0,205.079407
-417.521118,2.0,774.837769
-716.956848,2.0,1081.12085
1981.068726,2.0,1083.543091
-1417.773438,2.0,1068.619019
-80.947731,2.0,40.459839
1929.403931,2.0,-457.888397
-114.012794,2.0,142.414673
-557.63208,2.0,957.236328
1948.687012,2.0,-849.35437
1095.641724,2.0,998.383606
1298.517212,2.0,-642.871643
1761.570923,2.0,232.351044
394.326019,2.0,571.171509
661.4328,2.0,206.198425
1728.884521,2.0,-781.891968
-1107.829956,2.0,619.557495
